id,name,category,price,unit,image,description
185,Orange,Fruits,225,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
186,Mango,Fruits,102,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
187,Grapes,Fruits,75,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
188,Papaya,Fruits,292,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
189,Milk,Dairy,226,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
190,Cheese,Dairy,56,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
191,Butter,Dairy,160,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
192,Paneer,Dairy,255,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
193,Yogurt,Dairy,191,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
194,Rice,Grains,99,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
195,Wheat,Grains,85,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
196,Barley,Grains,178,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
197,Oats,Grains,132,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
198,Corn,Grains,21,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
199,Tomato,Vegetables,73,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
200,Potato,Vegetables,200,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
201,Onion,Vegetables,244,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
202,Carrot,Vegetables,298,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
203,Spinach,Vegetables,69,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
204,Cabbage,Vegetables,184,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
205,Apple,Fruits,151,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
206,Banana,Fruits,263,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
207,Orange,Fruits,244,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
208,Mango,Fruits,100,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
209,Grapes,Fruits,113,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
210,Papaya,Fruits,234,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
211,Milk,Dairy,36,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
212,Cheese,Dairy,44,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
213,Butter,Dairy,85,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
214,Paneer,Dairy,41,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
215,Yogurt,Dairy,112,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
216,Rice,Grains,102,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
217,Wheat,Grains,267,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
218,Barley,Grains,118,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
219,Oats,Grains,258,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
220,Corn,Grains,165,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
221,Tomato,Vegetables,112,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
222,Potato,Vegetables,114,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
223,Onion,Vegetables,84,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
224,Carrot,Vegetables,278,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
225,Spinach,Vegetables,145,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
226,Cabbage,Vegetables,64,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
227,Apple,Fruits,254,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
228,Banana,Fruits,158,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
229,Orange,Fruits,235,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
230,Mango,Fruits,154,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
231,Grapes,Fruits,286,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
232,Papaya,Fruits,48,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
233,Milk,Dairy,82,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
234,Cheese,Dairy,171,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
235,Butter,Dairy,290,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
236,Paneer,Dairy,125,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
237,Yogurt,Dairy,68,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
238,Rice,Grains,285,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
239,Wheat,Grains,288,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
240,Barley,Grains,273,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
241,Oats,Grains,103,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
242,Corn,Grains,85,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
243,Tomato,Vegetables,251,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
244,Potato,Vegetables,69,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
245,Onion,Vegetables,71,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
246,Carrot,Vegetables,23,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
247,Spinach,Vegetables,241,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
248,Cabbage,Vegetables,47,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
249,Apple,Fruits,84,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
250,Banana,Fruits,70,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
251,Orange,Fruits,164,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
252,Mango,Fruits,22,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
253,Grapes,Fruits,214,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
254,Papaya,Fruits,34,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
255,Milk,Dairy,212,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
256,Cheese,Dairy,291,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
257,Butter,Dairy,84,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
258,Paneer,Dairy,265,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
259,Yogurt,Dairy,180,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
260,Rice,Grains,123,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
261,Wheat,Grains,244,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
262,Barley,Grains,37,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
263,Oats,Grains,254,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
264,Corn,Grains,238,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
265,Tomato,Vegetables,278,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
266,Potato,Vegetables,78,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
267,Onion,Vegetables,250,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
268,Carrot,Vegetables,247,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
269,Spinach,Vegetables,22,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
270,Cabbage,Vegetables,138,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
271,Apple,Fruits,233,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
272,Banana,Fruits,84,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
273,Orange,Fruits,295,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
274,Mango,Fruits,234,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
275,Grapes,Fruits,145,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
276,Papaya,Fruits,62,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
277,Milk,Dairy,101,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
278,Cheese,Dairy,236,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
279,Butter,Dairy,115,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
280,Paneer,Dairy,27,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
281,Yogurt,Dairy,219,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
282,Rice,Grains,203,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
283,Wheat,Grains,132,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
284,Barley,Grains,129,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
285,Oats,Grains,230,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
286,Corn,Grains,72,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
287,Tomato,Vegetables,225,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
288,Potato,Vegetables,209,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
289,Onion,Vegetables,67,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
290,Carrot,Vegetables,137,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
291,Spinach,Vegetables,206,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
292,Cabbage,Vegetables,32,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
293,Apple,Fruits,275,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
294,Banana,Fruits,173,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
295,Orange,Fruits,33,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
296,Mango,Fruits,236,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
297,Grapes,Fruits,24,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
298,Papaya,Fruits,98,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
299,Milk,Dairy,258,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
300,Cheese,Dairy,161,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
301,Butter,Dairy,217,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
302,Paneer,Dairy,22,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
303,Yogurt,Dairy,295,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
304,Rice,Grains,144,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
305,Wheat,Grains,224,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
306,Barley,Grains,183,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
307,Oats,Grains,81,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
308,Corn,Grains,226,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
309,Tomato,Vegetables,22,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
310,Potato,Vegetables,153,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
311,Onion,Vegetables,215,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
312,Carrot,Vegetables,206,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
313,Spinach,Vegetables,215,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
314,Cabbage,Vegetables,109,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
315,Apple,Fruits,192,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
316,Banana,Fruits,148,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
317,Orange,Fruits,33,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
318,Mango,Fruits,142,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
319,Grapes,Fruits,134,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
320,Papaya,Fruits,289,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
321,Milk,Dairy,286,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
322,Cheese,Dairy,120,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
323,Butter,Dairy,171,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
324,Paneer,Dairy,84,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
325,Yogurt,Dairy,224,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
326,Rice,Grains,37,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
327,Wheat,Grains,293,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
328,Barley,Grains,56,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
329,Oats,Grains,60,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
330,Corn,Grains,287,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
331,Tomato,Vegetables,190,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
332,Potato,Vegetables,93,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
333,Onion,Vegetables,295,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
334,Carrot,Vegetables,142,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
335,Spinach,Vegetables,275,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
336,Cabbage,Vegetables,259,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
337,Apple,Fruits,243,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
338,Banana,Fruits,68,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
339,Orange,Fruits,100,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
340,Mango,Fruits,238,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
341,Grapes,Fruits,291,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
342,Papaya,Fruits,197,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
343,Milk,Dairy,171,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
344,Cheese,Dairy,73,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
345,Butter,Dairy,216,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
346,Paneer,Dairy,149,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
347,Yogurt,Dairy,254,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
348,Rice,Grains,235,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
349,Wheat,Grains,131,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
350,Barley,Grains,102,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
351,Oats,Grains,267,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
352,Corn,Grains,101,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
353,Tomato,Vegetables,177,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
354,Potato,Vegetables,211,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
355,Onion,Vegetables,156,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
356,Carrot,Vegetables,45,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
357,Spinach,Vegetables,183,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
358,Cabbage,Vegetables,235,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
359,Apple,Fruits,267,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
360,Banana,Fruits,214,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
361,Orange,Fruits,149,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
362,Mango,Fruits,149,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
363,Grapes,Fruits,118,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
364,Papaya,Fruits,276,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
365,Milk,Dairy,230,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
366,Cheese,Dairy,269,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
367,Butter,Dairy,195,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
368,Paneer,Dairy,77,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
